loan_id,customer_id,firstname,lastname,age,branch_id,branch_name,account_id,account_type,account_opening_date,has_account,loan_type,loan_amount,interest_rate,loan_term,loan_status,approval_rejection_date
1068,1068,Mary,Eisele,74,94,Munich,1068,savings,2019-01-01,True,mortgage,18276.81,0.0496,12,approved,2021-04-19
1096,1096,James,Witt,57,42,Stockholm,1096,savings,2005-12-04,True,auto,41332.95,0.0067,36,approved,2021-08-18
1137,1137,Michelle,Loos,75,91,Tashkent,1137,savings,2010-01-05,True,mortgage,1484.53,0.0226,36,closed,2020-01-14
1147,1147,Mark,Huth,79,47,The Hague,1147,current,1998-07-24,True,auto,35150.83,0.0065,60,rejected,2020-07-03
1148,1148,Steven,Augustin,66,9,Los Angeles,1148,savings,2005-02-18,True,auto,15701.43,0.0122,60,closed,2021-04-01
1184,1184,Donald,Reimers,72,3,Manama,1184,savings,2001-02-16,True,auto,18048.56,0.0023,60,approved,2020-05-12
1188,1188,Kevin,Horstmann,69,24,Cairo,1188,current,2019-03-02,True,mortgage,28634.56,0.0587,24,rejected,2020-04-21
1189,1189,Anthony,Erdmann,74,73,Lille,1189,savings,2013-05-05,True,auto,10214.45,0.0312,60,approved,2021-06-24
1202,1202,Kevin,Ebel,81,5,Bergen,1202,current,2007-12-01,True,auto,37979.31,0.0561,12,closed,2022-08-29
1248,1248,Elizabeth,Specht,97,59,Melbourne,1248,savings,2013-11-14,True,mortgage,30814.72,0.0014,24,closed,2022-05-20
1257,1257,John,Schade,35,30,Budapest,1257,savings,2004-12-26,True,auto,32747.12,0.0477,12,approved,2020-09-15
1259,1259,Anthony,Haas,87,36,Naples,1259,current,1996-07-15,True,personal,12574.36,0.0031,12,approved,2020-12-23
1290,1290,John,Pahl,89,18,Muscat,1290,savings,2008-05-06,True,mortgage,11929.34,0.0331,48,closed,2021-10-14
1299,1299,Mark,Wendt,94,36,Naples,1299,current,2020-09-24,True,mortgage,48368.43,0.0209,24,closed,2021-06-19
1320,1320,Linda,Behrens,64,62,Toronto,1320,current,2000-10-16,True,auto,39698.51,0.0162,12,approved,2021-12-20
1341,1341,Daniel,Heuser,54,26,Frankfurt,1341,current,2015-08-13,True,personal,45603.75,0.0168,48,closed,2022-05-31
1361,1361,Charles,Wessel,74,35,Podgorica,1361,current,2017-12-09,True,mortgage,17049.15,0.0327,36,approved,2022-08-02
1363,1363,Donald,Hinze,63,6,Hamburg,1363,savings,2006-10-14,True,auto,13395.07,0.0516,60,approved,2020-07-09
1366,1366,John,Paulsen,34,38,Stuttgart,1366,current,2001-09-23,True,mortgage,48776.96,0.023,24,rejected,2021-01-16
1396,1396,Amanda,Schroeder,67,28,Zurich,1396,current,2024-04-20,True,personal,12989.84,0.0327,24,closed,2021-06-04
1403,1403,Ashley,Schütze,94,28,Zurich,1403,savings,2005-01-20,True,personal,1607.49,0.026,12,rejected,2021-01-05
1435,1435,Donna,Konrad,48,80,Bucharest,1435,savings,2023-01-22,True,mortgage,4794.17,0.0266,60,closed,2021-11-29
1476,1476,Andrew,Seidel,44,96,Reykjavik,1476,current,2005-06-21,True,personal,49405.63,0.0298,60,closed,2021-09-18
1477,1477,Kimberly,Bosch,54,93,San Francisco,1477,current,2022-08-07,True,auto,22039.6,0.0439,60,closed,2020-04-08
1486,1486,Christopher,Walter,79,56,Riga,1486,savings,2017-12-15,True,personal,2917.61,0.0595,24,closed,2021-10-28
1542,1542,Joseph,Dieckmann,45,59,Melbourne,1542,current,2020-02-03,True,auto,34103.27,0.0511,12,rejected,2020-05-13
1543,1543,Sandra,Heidemann,85,65,Yerevan,1543,current,2024-01-20,True,personal,46046.63,0.0379,60,approved,2022-01-31
1562,1562,Deborah,Engels,94,31,Barcelona,1562,savings,2017-03-02,True,personal,12894.69,0.0069,60,approved,2022-09-02
1571,1571,Andrew,Heil,28,21,Helsinki,1571,savings,2005-06-12,True,auto,3353.99,0.0347,60,rejected,2021-09-07
1573,1573,Carol,Heilmann,94,14,Marseille,1573,current,2013-10-28,True,personal,42420.44,0.0544,12,closed,2021-12-17
1603,1603,Amanda,Weiser,41,3,Manama,1603,savings,2002-05-06,True,mortgage,36322.74,0.0408,60,rejected,2021-04-02
1608,1608,Ashley,Rausch,69,43,Krakow,1608,savings,1995-08-09,True,mortgage,24627.95,0.0206,60,rejected,2021-01-19
1618,1618,Ronald,Holz,58,45,Vienna,1618,savings,2002-03-02,True,auto,39360.01,0.0256,48,rejected,2020-04-17
1622,1622,Amanda,Schramm,73,48,Rotterdam,1622,current,2015-12-18,True,auto,23558.3,0.0418,36,approved,2020-12-08
1664,1664,Patricia,Steinbach,88,32,Geneva,1664,current,1998-05-20,True,mortgage,14203.41,0.0543,12,rejected,2022-08-05
1713,1713,Kimberly,Baum,50,43,Krakow,1713,current,2015-09-10,True,personal,38527.62,0.0275,36,approved,2022-05-30
1735,1735,Betty,Albers,98,33,Ghent,1735,current,2022-03-22,True,personal,8365.83,0.0392,12,rejected,2021-10-09
1776,1776,Elizabeth,Schnell,91,44,Valencia,1776,savings,2019-06-15,True,personal,34426.48,0.0114,60,closed,2021-08-11
1800,1800,Kimberly,Popp,86,32,Geneva,1800,current,2011-05-05,True,mortgage,34766.75,0.0085,36,rejected,2021-01-16
1810,1810,Kenneth,Weiser,92,81,Malmo,1810,current,2024-07-11,True,mortgage,27164.71,0.0484,24,approved,2021-10-24
1831,1831,James,Armbruster,53,91,Tashkent,1831,current,2013-06-27,True,personal,6372.34,0.0555,36,rejected,2020-04-13
1842,1842,Barbara,Niemann,47,22,Lisbon,1842,current,2008-07-21,True,auto,44968.93,0.0262,48,closed,2022-11-18
1869,1869,Mary,Baum,18,82,Dublin,1869,savings,2004-09-20,True,personal,1012.8,0.0366,36,approved,2020-12-23
1879,1879,Betty,Walther,75,69,Doha,1879,savings,2008-10-06,True,auto,11196.46,0.0046,48,rejected,2020-11-01
1909,1909,Linda,Völker,58,25,Odessa,1909,savings,2012-12-22,True,personal,25754.69,0.0186,36,rejected,2020-01-24
1923,1923,Matthew,Knoll,22,43,Krakow,1923,savings,1997-04-21,True,personal,14880.4,0.0394,12,approved,2021-02-22
1944,1944,Ashley,Fritzsche,79,51,Johannesburg,1944,current,2022-07-04,True,personal,18882.79,0.0351,60,closed,2022-11-17
1950,1950,Emily,Rabe,96,29,Ashgabat,1950,savings,2015-11-01,True,personal,34081.6,0.0233,36,rejected,2022-10-19
1997,1997,Amanda,Rabe,23,38,Stuttgart,1997,current,2016-06-18,True,auto,45192.8,0.0505,60,approved,2021-06-07
2005,2005,David,Pilz,78,35,Podgorica,2005,savings,2024-12-13,True,auto,43876.9,0.0519,48,rejected,2022-08-15
2065,2065,Charles,Ruppert,52,20,Vilnius,2065,current,2024-09-22,True,personal,30860.78,0.0402,36,approved,2022-05-04
2098,2098,Sandra,Oswald,72,6,Hamburg,2098,current,2011-07-13,True,auto,13645.95,0.0013,48,rejected,2020-06-06
2105,2105,Amanda,Wüst,94,10,Chisinau,2105,current,2024-04-03,True,personal,36642.29,0.014,12,rejected,2021-07-24
2120,2120,Joshua,Hohmann,24,80,Bucharest,2120,current,1998-08-12,True,mortgage,10996.8,0.041,12,closed,2020-01-22
2151,2151,Linda,Dietz,61,13,Bologna,2151,current,2010-12-05,True,auto,14301.54,0.0276,36,rejected,2021-05-15
2165,2165,Amanda,Heinz,99,40,Istanbul,2165,savings,2000-08-08,True,auto,35528.42,0.0481,12,closed,2021-05-26
2178,2178,Sandra,Wiedemann,82,95,Prague,2178,savings,2012-03-05,True,mortgage,44119.67,0.0468,48,approved,2021-02-28
2182,2182,Jennifer,Tillmann,50,88,Tirana,2182,current,2008-06-03,True,auto,41769.25,0.0566,24,rejected,2020-08-31
2208,2208,Brian,Heimann,59,39,Almaty,2208,current,1999-07-11,True,mortgage,44639.77,0.0355,36,approved,2021-05-12
2210,2210,Stephanie,Fritsch,37,24,Cairo,2210,savings,2020-12-18,True,mortgage,5603.46,0.0347,24,closed,2022-10-18
2281,2281,Daniel,Hoffmann,39,71,New York,2281,current,2003-08-11,True,personal,1766.84,0.0177,48,closed,2021-04-12
2314,2314,Melissa,Scheer,32,48,Rotterdam,2314,savings,2022-12-18,True,mortgage,18608.39,0.0018,36,rejected,2022-06-01
2361,2361,Susan,Seemann,55,65,Yerevan,2361,current,2004-03-16,True,auto,7818.12,0.0253,36,closed,2020-11-22
2366,2366,Mark,Mangold,18,14,Marseille,2366,current,2016-07-04,True,mortgage,44822.3,0.0048,24,closed,2022-08-25
2374,2374,Ashley,Friedl,99,46,Trondheim,2374,current,2010-12-28,True,mortgage,17378.43,0.0382,48,closed,2020-09-06
2384,2384,John,Specht,64,71,New York,2384,savings,1995-01-04,True,mortgage,44144.17,0.0558,60,rejected,2020-04-03
2411,2411,David,Claus,99,28,Zurich,2411,current,2023-08-26,True,auto,21793.72,0.0092,48,closed,2021-05-11
2413,2413,Elizabeth,Büttner,87,42,Stockholm,2413,current,2002-05-12,True,auto,42619.69,0.0265,60,approved,2020-03-31
2442,2442,Kimberly,Siegert,71,36,Naples,2442,savings,2002-12-21,True,personal,48765.78,0.0016,48,approved,2022-11-26
2458,2458,Richard,Krieg,88,36,Naples,2458,savings,2013-02-01,True,personal,26745.47,0.0135,60,approved,2021-09-26
2478,2478,Carol,Eggers,38,29,Ashgabat,2478,savings,2016-06-17,True,mortgage,19385.61,0.0422,48,closed,2021-06-03
2479,2479,Emily,Marquardt,19,33,Ghent,2479,savings,2001-02-18,True,personal,20951.9,0.0425,48,closed,2020-08-18
2486,2486,Steven,Schüller,39,29,Ashgabat,2486,current,2003-08-25,True,mortgage,2924.99,0.0201,60,approved,2020-06-11
2504,2504,Linda,Gerber,40,34,Gothenburg,2504,current,2016-05-20,True,mortgage,49591.76,0.0368,60,approved,2022-07-04
2508,2508,Michael,Ulbrich,76,45,Vienna,2508,current,2023-04-09,True,mortgage,2552.43,0.0113,60,approved,2022-05-06
2518,2518,Thomas,Eder,91,75,Milan,2518,current,2022-09-27,True,personal,28948.32,0.0227,48,rejected,2021-11-26
2528,2528,Richard,Frank,51,97,Riyadh,2528,savings,2005-02-24,True,mortgage,10651.49,0.0324,12,rejected,2021-07-07
2536,2536,Barbara,Thoma,75,17,Basel,2536,current,2002-12-20,True,personal,20225.23,0.0148,24,approved,2021-01-01
2543,2543,Jessica,Lang,48,6,Hamburg,2543,current,1999-05-06,True,auto,34005.87,0.009,60,approved,2020-01-30
2554,2554,Ashley,Baur,27,1,Lyon,2554,current,2010-08-19,True,auto,5631.44,0.009,48,approved,2020-02-15
2562,2562,Emily,Wittmann,59,98,Paris,2562,current,2001-03-07,True,mortgage,36184.49,0.014,24,closed,2020-08-21
2567,2567,Kimberly,Walther,61,88,Tirana,2567,current,2019-04-14,True,mortgage,47998.74,0.0513,60,closed,2021-01-28
2588,2588,Andrew,Heidrich,87,93,San Francisco,2588,savings,2006-01-14,True,auto,30747.03,0.0578,24,closed,2020-11-30
2593,2593,Paul,Janßen,37,12,Berlin,2593,current,2000-11-21,True,personal,34285.21,0.0282,12,rejected,2021-02-24
2594,2594,Carol,Stark,75,35,Podgorica,2594,current,2014-02-03,True,personal,46124.92,0.01,36,rejected,2020-03-18
2612,2612,Susan,Sieber,81,32,Geneva,2612,savings,2001-03-20,True,personal,24810.3,0.0069,60,rejected,2020-11-28
2646,2646,Kimberly,Fuchs,35,37,Cape Town,2646,current,2007-11-07,True,mortgage,38791.37,0.0005,24,approved,2022-02-27
2648,2648,Matthew,Gärtner,78,9,Los Angeles,2648,savings,2014-10-15,True,personal,7138.77,0.0372,60,closed,2021-02-05
2686,2686,David,Dreyer,84,97,Riyadh,2686,savings,2016-08-18,True,mortgage,26665.25,0.0046,48,approved,2021-08-16
2688,2688,Melissa,Neugebauer,70,48,Rotterdam,2688,current,2009-11-23,True,auto,41642.29,0.0137,36,rejected,2022-02-14
2700,2700,Mark,Löffler,37,62,Toronto,2700,savings,2006-05-20,True,personal,43710.11,0.0215,12,approved,2021-01-04
2712,2712,John,Hecker,78,96,Reykjavik,2712,current,2020-09-28,True,auto,37174.72,0.0461,48,closed,2021-03-07
2714,2714,Lisa,Busch,50,71,New York,2714,savings,2002-08-22,True,auto,31700.05,0.0078,36,approved,2020-04-13
2720,2720,Joseph,Specht,24,91,Tashkent,2720,savings,2004-12-12,True,personal,36830.76,0.0279,48,closed,2021-05-04
2753,2753,Donna,Dorn,34,4,Amsterdam,2753,current,2000-04-22,True,mortgage,45468.22,0.0129,48,approved,2021-04-26
2755,2755,Charles,Sieber,66,32,Geneva,2755,savings,2001-08-21,True,mortgage,15232.93,0.0122,60,rejected,2020-11-08
2782,2782,Nancy,Schober,18,1,Lyon,2782,current,2008-06-21,True,personal,17204.6,0.0426,60,approved,2021-03-06
2783,2783,Brian,Mueller,88,78,Belgrade,2783,savings,2017-08-18,True,auto,13926.76,0.0572,36,closed,2021-01-31
2800,2800,Nancy,Meißner,53,2,Porto,2800,savings,2009-08-07,True,personal,3589.94,0.0085,12,closed,2022-02-28
2827,2827,Donald,Weigand,47,56,Riga,2827,savings,2004-12-01,True,personal,34281.41,0.0381,12,approved,2022-06-01
2847,2847,Barbara,Neubauer,93,87,Turin,2847,current,2015-05-22,True,mortgage,6216.32,0.0062,48,rejected,2020-04-28
2851,2851,Richard,Lenz,42,33,Ghent,2851,savings,2004-12-01,True,personal,22776.58,0.0459,36,rejected,2021-02-05
2857,2857,Kimberly,Schreiner,57,94,Munich,2857,savings,2006-11-13,True,auto,39978.68,0.0457,48,closed,2022-05-10
2871,2871,Ashley,Hildebrandt,59,66,Hong Kong,2871,current,2004-12-04,True,personal,7460.33,0.0125,12,rejected,2021-09-18
2894,2894,Melissa,Pabst,23,92,Seoul,2894,current,1997-03-14,True,auto,40395.46,0.0319,48,rejected,2020-05-14
2911,2911,Charles,Gebhardt,57,87,Turin,2911,savings,1996-08-14,True,auto,7687.7,0.0017,12,closed,2020-04-29
2922,2922,Kevin,Horst,79,28,Zurich,2922,current,2002-07-01,True,personal,1123.84,0.0451,48,rejected,2020-04-16
2934,2934,Paul,Seibert,80,41,Tallinn,2934,current,1997-12-25,True,personal,31771.49,0.0436,36,closed,2022-04-06
2985,2985,Nancy,Krebs,37,24,Cairo,2985,current,2010-07-01,True,personal,5513.78,0.0492,36,rejected,2022-06-23
3008,3008,Jessica,David,65,71,New York,3008,current,2008-01-04,True,personal,29832.09,0.0534,36,approved,2022-05-02
3013,3013,Karen,Schaller,57,9,Los Angeles,3013,current,1999-09-03,True,auto,2844.11,0.0475,48,approved,2022-08-01
3015,3015,Donald,Thiele,43,35,Podgorica,3015,savings,2017-10-13,True,personal,29745.67,0.0478,12,closed,2022-12-10
3074,3074,Sandra,Homann,19,5,Bergen,3074,savings,1996-01-21,True,mortgage,32051.84,0.0452,24,closed,2022-03-05
3112,3112,Andrew,Menke,71,54,Cologne,3112,savings,2008-05-10,True,auto,3261.95,0.0413,24,closed,2020-01-16
3118,3118,Donald,Struck,25,39,Almaty,3118,savings,1998-03-19,True,mortgage,4593.43,0.0284,36,approved,2021-04-09
3146,3146,John,Heinz,93,77,Copenhagen,3146,savings,2016-06-25,True,personal,45285.14,0.0396,36,approved,2020-07-13
3167,3167,Steven,Raab,63,43,Krakow,3167,current,2007-07-15,True,auto,18988.26,0.0411,60,approved,2022-03-11
3171,3171,John,Schöne,91,31,Barcelona,3171,savings,2019-04-17,True,auto,8496.31,0.056,48,rejected,2021-01-13
3188,3188,Kimberly,Vollmer,45,73,Lille,3188,savings,2004-04-10,True,auto,1529.41,0.04,60,rejected,2022-06-30
3190,3190,Elizabeth,Kranz,52,73,Lille,3190,savings,2016-09-17,True,personal,39856.64,0.0247,36,rejected,2020-10-30
3291,3291,Ashley,Ries,61,26,Frankfurt,3291,current,2007-08-22,True,personal,17430.67,0.0221,48,approved,2021-08-18
3314,3314,Michael,Ahlers,33,95,Prague,3314,current,1999-12-07,True,mortgage,8948.59,0.032,24,approved,2020-07-02
3318,3318,Sarah,Fichtner,62,54,Cologne,3318,current,2020-10-14,True,mortgage,31146.17,0.0529,36,closed,2021-05-20
3343,3343,Betty,Reinhardt,55,11,Skopje,3343,savings,1997-02-06,True,mortgage,15829.53,0.0422,12,closed,2021-05-28
3363,3363,Amanda,Pieper,46,99,Bangkok,3363,savings,1995-01-06,True,mortgage,42494.77,0.0001,48,rejected,2020-06-15
3372,3372,Kimberly,Gläser,82,47,The Hague,3372,savings,1997-12-01,True,personal,34732.94,0.0234,60,approved,2021-11-23
3379,3379,Jennifer,Appel,21,1,Lyon,3379,savings,1995-10-20,True,personal,29993.55,0.0573,12,closed,2020-06-29
3400,3400,Andrew,Löffler,97,89,Rome,3400,current,1996-09-03,True,auto,47499.57,0.0062,12,closed,2021-11-09
3416,3416,Christopher,Gottschalk,71,9,Los Angeles,3416,current,2001-04-22,True,mortgage,5848.01,0.0258,48,closed,2020-01-31
3421,3421,Matthew,Junge,49,67,Kiev,3421,savings,2017-04-28,True,auto,26914.23,0.0185,12,rejected,2022-04-22
3424,3424,Susan,Winkelmann,52,60,Utrecht,3424,savings,2024-04-22,True,personal,36760.99,0.0363,24,rejected,2022-04-18
3469,3469,Jessica,Hiller,91,99,Bangkok,3469,current,2009-12-22,True,auto,14265.88,0.0408,60,approved,2021-08-19
3488,3488,David,Esser,27,26,Frankfurt,3488,savings,2014-08-10,True,mortgage,14025.21,0.0094,60,approved,2020-09-14
3493,3493,Kimberly,Schreiner,45,17,Basel,3493,savings,2006-10-11,True,personal,27996.33,0.0232,60,approved,2020-09-30
3499,3499,Daniel,Thieme,28,44,Valencia,3499,current,2019-07-26,True,mortgage,39741.65,0.0468,48,approved,2022-10-16
3519,3519,Betty,Voss,40,8,Sarajevo,3519,current,1995-06-05,True,mortgage,47383.98,0.0529,36,closed,2020-08-12
3523,3523,Barbara,Lorenzen,78,35,Podgorica,3523,savings,2004-06-16,True,personal,21680.53,0.0356,12,rejected,2022-05-13
3570,3570,Sandra,Thiemann,49,48,Rotterdam,3570,current,2023-02-01,True,auto,30695.37,0.0322,24,rejected,2022-07-12
3573,3573,Ronald,Grote,30,10,Chisinau,3573,savings,1999-08-23,True,personal,26740.0,0.0173,48,closed,2022-06-17
3584,3584,Charles,Hertel,77,53,Tokyo,3584,savings,2014-02-20,True,auto,48430.01,0.0112,48,closed,2020-06-12
3608,3608,Sandra,Weidner,45,35,Podgorica,3608,current,2019-12-01,True,mortgage,8964.53,0.0108,24,approved,2022-07-09
3629,3629,Steven,Wetzel,74,16,Florence,3629,current,2016-08-19,True,mortgage,11120.02,0.0306,24,rejected,2022-06-03
3633,3633,Christopher,Kurz,69,64,Luxembourg,3633,current,2013-02-05,True,personal,25657.02,0.0307,48,closed,2021-04-23
3655,3655,Joshua,Paulus,54,23,Warsaw,3655,current,2022-02-02,True,auto,42609.83,0.012,24,closed,2022-01-22
3665,3665,Jessica,Drechsler,30,12,Berlin,3665,current,2012-11-15,True,personal,31314.43,0.039,60,closed,2022-07-08
3668,3668,Mary,Schulze,23,29,Ashgabat,3668,current,2004-05-16,True,auto,3768.23,0.0052,60,rejected,2022-06-22
3679,3679,Charles,Janzen,49,73,Lille,3679,savings,2000-02-20,True,mortgage,20673.3,0.0204,12,closed,2022-03-11
3692,3692,Brian,Lehmann,72,20,Vilnius,3692,current,2009-01-01,True,personal,41778.0,0.0112,48,approved,2022-04-18
3705,3705,Daniel,Johannsen,54,29,Ashgabat,3705,current,2011-04-08,True,mortgage,49980.2,0.045,60,rejected,2021-12-09
3719,3719,Paul,Wimmer,22,46,Trondheim,3719,current,2012-10-19,True,personal,41153.32,0.0351,24,closed,2020-07-30
3736,3736,Ronald,Schumacher,93,5,Bergen,3736,current,2022-01-15,True,mortgage,37916.25,0.0255,12,approved,2021-11-05
