customer_id,firstname,lastname,age,branch_id,branch_name,account_id,account_type,account_opening_date,has_account
658,Robert,Böhme,29,67,Kiev,658,current,2018-12-07,True
659,Mark,Riemer,35,20,Vilnius,659,savings,2010-11-09,True
693,Joshua,Ruppert,32,61,Brussels,693,current,2020-09-02,True
706,Brian,Bischoff,38,96,Reykjavik,706,savings,2006-05-04,True
729,Barbara,Winkler,35,7,London,729,current,1996-11-08,True
735,Barbara,Graf,70,38,Stuttgart,735,current,1999-03-23,True
776,Timothy,Reitz,44,5,Bergen,776,savings,2002-12-23,True
777,Ronald,Wunderlich,98,77,Copenhagen,777,current,2008-05-19,True
778,William,Kahl,80,6,Hamburg,778,current,2015-03-01,True
780,Sandra,Schiller,42,33,Ghent,780,current,2010-03-14,True
818,Michelle,Beyer,85,89,Rome,818,current,2019-02-26,True
832,Robert,Heuer,48,90,Bratislava,832,current,2010-10-11,True
874,Jennifer,Kunert,31,24,Cairo,874,savings,2017-02-01,True
882,Daniel,Finke,35,4,Amsterdam,882,current,2024-09-17,True
959,Joseph,Ebert,60,25,Odessa,959,savings,2003-03-17,True
970,Matthew,Paulsen,83,48,Rotterdam,970,savings,2020-05-08,True
971,Thomas,Kroll,66,92,Seoul,971,savings,2010-03-18,True
976,Elizabeth,Dittmann,22,61,Brussels,976,current,2014-07-03,True
986,Timothy,Kunze,62,20,Vilnius,986,savings,2023-12-16,True
1010,Ashley,Lerch,48,99,Bangkok,1010,savings,2007-04-11,True
1045,Steven,Wegener,97,86,Sydney,1045,current,2009-09-26,True
1051,Sandra,Schaller,58,24,Cairo,1051,current,2003-06-16,True
1062,Stephanie,Ortmann,96,24,Cairo,1062,savings,2007-10-21,True
1068,Mary,Eisele,74,94,Munich,1068,savings,2019-01-01,True
1096,James,Witt,57,42,Stockholm,1096,savings,2005-12-04,True
1137,Michelle,Loos,75,91,Tashkent,1137,savings,2010-01-05,True
1147,Mark,Huth,79,47,The Hague,1147,current,1998-07-24,True
1148,Steven,Augustin,66,9,Los Angeles,1148,savings,2005-02-18,True
1184,Donald,Reimers,72,3,Manama,1184,savings,2001-02-16,True
1188,Kevin,Horstmann,69,24,Cairo,1188,current,2019-03-02,True
1189,Anthony,Erdmann,74,73,Lille,1189,savings,2013-05-05,True
1202,Kevin,Ebel,81,5,Bergen,1202,current,2007-12-01,True
1248,Elizabeth,Specht,97,59,Melbourne,1248,savings,2013-11-14,True
1257,John,Schade,35,30,Budapest,1257,savings,2004-12-26,True
1259,Anthony,Haas,87,36,Naples,1259,current,1996-07-15,True
1290,John,Pahl,89,18,Muscat,1290,savings,2008-05-06,True
1299,Mark,Wendt,94,36,Naples,1299,current,2020-09-24,True
1320,Linda,Behrens,64,62,Toronto,1320,current,2000-10-16,True
1341,Daniel,Heuser,54,26,Frankfurt,1341,current,2015-08-13,True
1361,Charles,Wessel,74,35,Podgorica,1361,current,2017-12-09,True
1363,Donald,Hinze,63,6,Hamburg,1363,savings,2006-10-14,True
1366,John,Paulsen,34,38,Stuttgart,1366,current,2001-09-23,True
1396,Amanda,Schroeder,67,28,Zurich,1396,current,2024-04-20,True
1403,Ashley,Schütze,94,28,Zurich,1403,savings,2005-01-20,True
1435,Donna,Konrad,48,80,Bucharest,1435,savings,2023-01-22,True
1476,Andrew,Seidel,44,96,Reykjavik,1476,current,2005-06-21,True
1477,Kimberly,Bosch,54,93,San Francisco,1477,current,2022-08-07,True
1486,Christopher,Walter,79,56,Riga,1486,savings,2017-12-15,True
1542,Joseph,Dieckmann,45,59,Melbourne,1542,current,2020-02-03,True
1543,Sandra,Heidemann,85,65,Yerevan,1543,current,2024-01-20,True
1562,Deborah,Engels,94,31,Barcelona,1562,savings,2017-03-02,True
1571,Andrew,Heil,28,21,Helsinki,1571,savings,2005-06-12,True
1573,Carol,Heilmann,94,14,Marseille,1573,current,2013-10-28,True
1603,Amanda,Weiser,41,3,Manama,1603,savings,2002-05-06,True
1608,Ashley,Rausch,69,43,Krakow,1608,savings,1995-08-09,True
1618,Ronald,Holz,58,45,Vienna,1618,savings,2002-03-02,True
1622,Amanda,Schramm,73,48,Rotterdam,1622,current,2015-12-18,True
1664,Patricia,Steinbach,88,32,Geneva,1664,current,1998-05-20,True
1713,Kimberly,Baum,50,43,Krakow,1713,current,2015-09-10,True
1735,Betty,Albers,98,33,Ghent,1735,current,2022-03-22,True
1776,Elizabeth,Schnell,91,44,Valencia,1776,savings,2019-06-15,True
1800,Kimberly,Popp,86,32,Geneva,1800,current,2011-05-05,True
1810,Kenneth,Weiser,92,81,Malmo,1810,current,2024-07-11,True
1831,James,Armbruster,53,91,Tashkent,1831,current,2013-06-27,True
1842,Barbara,Niemann,47,22,Lisbon,1842,current,2008-07-21,True
1869,Mary,Baum,18,82,Dublin,1869,savings,2004-09-20,True
1879,Betty,Walther,75,69,Doha,1879,savings,2008-10-06,True
1909,Linda,Völker,58,25,Odessa,1909,savings,2012-12-22,True
1923,Matthew,Knoll,22,43,Krakow,1923,savings,1997-04-21,True
1944,Ashley,Fritzsche,79,51,Johannesburg,1944,current,2022-07-04,True
1950,Emily,Rabe,96,29,Ashgabat,1950,savings,2015-11-01,True
1997,Amanda,Rabe,23,38,Stuttgart,1997,current,2016-06-18,True
2005,David,Pilz,78,35,Podgorica,2005,savings,2024-12-13,True
2065,Charles,Ruppert,52,20,Vilnius,2065,current,2024-09-22,True
2098,Sandra,Oswald,72,6,Hamburg,2098,current,2011-07-13,True
2105,Amanda,Wüst,94,10,Chisinau,2105,current,2024-04-03,True
2120,Joshua,Hohmann,24,80,Bucharest,2120,current,1998-08-12,True
2151,Linda,Dietz,61,13,Bologna,2151,current,2010-12-05,True
2165,Amanda,Heinz,99,40,Istanbul,2165,savings,2000-08-08,True
2178,Sandra,Wiedemann,82,95,Prague,2178,savings,2012-03-05,True
2182,Jennifer,Tillmann,50,88,Tirana,2182,current,2008-06-03,True
2208,Brian,Heimann,59,39,Almaty,2208,current,1999-07-11,True
2210,Stephanie,Fritsch,37,24,Cairo,2210,savings,2020-12-18,True
2281,Daniel,Hoffmann,39,71,New York,2281,current,2003-08-11,True
2314,Melissa,Scheer,32,48,Rotterdam,2314,savings,2022-12-18,True
2361,Susan,Seemann,55,65,Yerevan,2361,current,2004-03-16,True
2366,Mark,Mangold,18,14,Marseille,2366,current,2016-07-04,True
2374,Ashley,Friedl,99,46,Trondheim,2374,current,2010-12-28,True
2384,John,Specht,64,71,New York,2384,savings,1995-01-04,True
2411,David,Claus,99,28,Zurich,2411,current,2023-08-26,True
2413,Elizabeth,Büttner,87,42,Stockholm,2413,current,2002-05-12,True
2442,Kimberly,Siegert,71,36,Naples,2442,savings,2002-12-21,True
2458,Richard,Krieg,88,36,Naples,2458,savings,2013-02-01,True
2478,Carol,Eggers,38,29,Ashgabat,2478,savings,2016-06-17,True
2479,Emily,Marquardt,19,33,Ghent,2479,savings,2001-02-18,True
2486,Steven,Schüller,39,29,Ashgabat,2486,current,2003-08-25,True
2504,Linda,Gerber,40,34,Gothenburg,2504,current,2016-05-20,True
2508,Michael,Ulbrich,76,45,Vienna,2508,current,2023-04-09,True
2518,Thomas,Eder,91,75,Milan,2518,current,2022-09-27,True
2528,Richard,Frank,51,97,Riyadh,2528,savings,2005-02-24,True
2536,Barbara,Thoma,75,17,Basel,2536,current,2002-12-20,True
2543,Jessica,Lang,48,6,Hamburg,2543,current,1999-05-06,True
2554,Ashley,Baur,27,1,Lyon,2554,current,2010-08-19,True
2562,Emily,Wittmann,59,98,Paris,2562,current,2001-03-07,True
2567,Kimberly,Walther,61,88,Tirana,2567,current,2019-04-14,True
2588,Andrew,Heidrich,87,93,San Francisco,2588,savings,2006-01-14,True
2593,Paul,Janßen,37,12,Berlin,2593,current,2000-11-21,True
2594,Carol,Stark,75,35,Podgorica,2594,current,2014-02-03,True
2612,Susan,Sieber,81,32,Geneva,2612,savings,2001-03-20,True
2646,Kimberly,Fuchs,35,37,Cape Town,2646,current,2007-11-07,True
2648,Matthew,Gärtner,78,9,Los Angeles,2648,savings,2014-10-15,True
2686,David,Dreyer,84,97,Riyadh,2686,savings,2016-08-18,True
2688,Melissa,Neugebauer,70,48,Rotterdam,2688,current,2009-11-23,True
2700,Mark,Löffler,37,62,Toronto,2700,savings,2006-05-20,True
2712,John,Hecker,78,96,Reykjavik,2712,current,2020-09-28,True
2714,Lisa,Busch,50,71,New York,2714,savings,2002-08-22,True
2720,Joseph,Specht,24,91,Tashkent,2720,savings,2004-12-12,True
2753,Donna,Dorn,34,4,Amsterdam,2753,current,2000-04-22,True
2755,Charles,Sieber,66,32,Geneva,2755,savings,2001-08-21,True
2782,Nancy,Schober,18,1,Lyon,2782,current,2008-06-21,True
2783,Brian,Mueller,88,78,Belgrade,2783,savings,2017-08-18,True
2800,Nancy,Meißner,53,2,Porto,2800,savings,2009-08-07,True
2827,Donald,Weigand,47,56,Riga,2827,savings,2004-12-01,True
2847,Barbara,Neubauer,93,87,Turin,2847,current,2015-05-22,True
2851,Richard,Lenz,42,33,Ghent,2851,savings,2004-12-01,True
2857,Kimberly,Schreiner,57,94,Munich,2857,savings,2006-11-13,True
2871,Ashley,Hildebrandt,59,66,Hong Kong,2871,current,2004-12-04,True
2894,Melissa,Pabst,23,92,Seoul,2894,current,1997-03-14,True
2911,Charles,Gebhardt,57,87,Turin,2911,savings,1996-08-14,True
2922,Kevin,Horst,79,28,Zurich,2922,current,2002-07-01,True
2934,Paul,Seibert,80,41,Tallinn,2934,current,1997-12-25,True
2985,Nancy,Krebs,37,24,Cairo,2985,current,2010-07-01,True
3008,Jessica,David,65,71,New York,3008,current,2008-01-04,True
3013,Karen,Schaller,57,9,Los Angeles,3013,current,1999-09-03,True
3015,Donald,Thiele,43,35,Podgorica,3015,savings,2017-10-13,True
3074,Sandra,Homann,19,5,Bergen,3074,savings,1996-01-21,True
3112,Andrew,Menke,71,54,Cologne,3112,savings,2008-05-10,True
3118,Donald,Struck,25,39,Almaty,3118,savings,1998-03-19,True
3146,John,Heinz,93,77,Copenhagen,3146,savings,2016-06-25,True
3167,Steven,Raab,63,43,Krakow,3167,current,2007-07-15,True
3171,John,Schöne,91,31,Barcelona,3171,savings,2019-04-17,True
3188,Kimberly,Vollmer,45,73,Lille,3188,savings,2004-04-10,True
3190,Elizabeth,Kranz,52,73,Lille,3190,savings,2016-09-17,True
3291,Ashley,Ries,61,26,Frankfurt,3291,current,2007-08-22,True
3314,Michael,Ahlers,33,95,Prague,3314,current,1999-12-07,True
3318,Sarah,Fichtner,62,54,Cologne,3318,current,2020-10-14,True
3343,Betty,Reinhardt,55,11,Skopje,3343,savings,1997-02-06,True
3363,Amanda,Pieper,46,99,Bangkok,3363,savings,1995-01-06,True
3372,Kimberly,Gläser,82,47,The Hague,3372,savings,1997-12-01,True
3379,Jennifer,Appel,21,1,Lyon,3379,savings,1995-10-20,True
3400,Andrew,Löffler,97,89,Rome,3400,current,1996-09-03,True
3416,Christopher,Gottschalk,71,9,Los Angeles,3416,current,2001-04-22,True
3421,Matthew,Junge,49,67,Kiev,3421,savings,2017-04-28,True
3424,Susan,Winkelmann,52,60,Utrecht,3424,savings,2024-04-22,True
3469,Jessica,Hiller,91,99,Bangkok,3469,current,2009-12-22,True
3488,David,Esser,27,26,Frankfurt,3488,savings,2014-08-10,True
3493,Kimberly,Schreiner,45,17,Basel,3493,savings,2006-10-11,True
3499,Daniel,Thieme,28,44,Valencia,3499,current,2019-07-26,True
3519,Betty,Voss,40,8,Sarajevo,3519,current,1995-06-05,True
3523,Barbara,Lorenzen,78,35,Podgorica,3523,savings,2004-06-16,True
3570,Sandra,Thiemann,49,48,Rotterdam,3570,current,2023-02-01,True
3573,Ronald,Grote,30,10,Chisinau,3573,savings,1999-08-23,True
3584,Charles,Hertel,77,53,Tokyo,3584,savings,2014-02-20,True
3608,Sandra,Weidner,45,35,Podgorica,3608,current,2019-12-01,True
3629,Steven,Wetzel,74,16,Florence,3629,current,2016-08-19,True
3633,Christopher,Kurz,69,64,Luxembourg,3633,current,2013-02-05,True
3655,Joshua,Paulus,54,23,Warsaw,3655,current,2022-02-02,True
3665,Jessica,Drechsler,30,12,Berlin,3665,current,2012-11-15,True
3668,Mary,Schulze,23,29,Ashgabat,3668,current,2004-05-16,True
3679,Charles,Janzen,49,73,Lille,3679,savings,2000-02-20,True
3692,Brian,Lehmann,72,20,Vilnius,3692,current,2009-01-01,True
3705,Daniel,Johannsen,54,29,Ashgabat,3705,current,2011-04-08,True
3719,Paul,Wimmer,22,46,Trondheim,3719,current,2012-10-19,True
3736,Ronald,Schumacher,93,5,Bergen,3736,current,2022-01-15,True
3747,Ronald,Weiler,65,66,Hong Kong,3747,current,2011-03-09,True
3752,Nancy,Lemke,66,47,The Hague,3752,savings,1995-10-10,True
3759,Melissa,Fritzsche,24,90,Bratislava,3759,savings,2003-07-08,True
3770,Carol,Schnabel,78,14,Marseille,3770,savings,2000-07-07,True
3775,Patricia,Kunert,81,33,Ghent,3775,current,2004-09-14,True
3839,William,Held,67,10,Chisinau,3839,current,2020-06-12,True
3887,Thomas,Bauer,72,46,Trondheim,3887,current,2020-06-20,True
3902,Stephanie,Bahr,94,90,Bratislava,3902,savings,2023-02-24,True
3924,Linda,Baumann,52,73,Lille,3924,current,1999-12-23,True
3929,Ashley,Heil,62,70,Madrid,3929,current,2020-05-20,True
3949,Daniel,Lauterbach,98,35,Podgorica,3949,savings,1999-06-22,True
3957,Donna,Amann,48,84,Bishkek,3957,savings,2022-11-11,True
3966,Kimberly,Wilke,82,52,Venice,3966,savings,2018-05-22,True
3977,Donna,Lehnert,25,58,Ljubljana,3977,savings,2024-05-20,True
3978,Mary,Schenk,28,95,Prague,3978,savings,2020-07-27,True
3997,Ashley,Jaeger,67,11,Skopje,3997,savings,2000-11-06,True
4004,Donald,Gebhardt,18,67,Kiev,4004,savings,2004-05-26,True
4062,David,Hannemann,93,6,Hamburg,4062,current,2011-09-16,True
4079,Sandra,Rost,46,53,Tokyo,4079,current,1998-04-23,True
4090,Richard,Bär,42,25,Odessa,4090,current,2003-10-09,True
4095,William,Hartmann,53,34,Gothenburg,4095,savings,2023-06-19,True
4098,Timothy,Herbst,25,34,Gothenburg,4098,current,1997-12-10,True
4153,Jennifer,Zeidler,78,2,Porto,4153,savings,2015-06-02,True
4166,Elizabeth,Held,95,16,Florence,4166,savings,1995-11-05,True
4180,Elizabeth,Mertens,34,54,Cologne,4180,savings,2012-06-24,True
4260,Joseph,Kempf,29,81,Malmo,4260,current,2005-02-05,True
4280,Timothy,Evers,32,8,Sarajevo,4280,savings,2014-12-23,True
4292,Kenneth,Höfer,62,84,Bishkek,4292,savings,2001-05-22,True
4339,Betty,König,45,57,Antwerp,4339,current,2022-01-17,True
4382,Sarah,Bosch,18,27,Baku,4382,savings,2019-12-17,True
4397,Kevin,Henn,69,20,Vilnius,4397,savings,1997-08-27,True
4402,Mary,Jürgens,24,78,Belgrade,4402,savings,2021-01-02,True
4403,Linda,Lauterbach,31,6,Hamburg,4403,savings,2019-02-26,True
4409,Mark,Claus,93,35,Podgorica,4409,current,2016-05-02,True
4411,Amanda,Kühne,64,89,Rome,4411,savings,2013-03-24,True
4416,David,Ewert,88,93,San Francisco,4416,current,1996-03-08,True
4425,Michael,Küster,76,74,Kuwait City,4425,savings,2012-10-23,True
4472,John,Mielke,84,30,Budapest,4472,savings,2021-03-17,True
4506,Anthony,Welsch,73,74,Kuwait City,4506,current,2019-01-17,True
4511,Nancy,Enders,50,95,Prague,4511,current,1996-01-09,True
4513,Carol,Augustin,38,48,Rotterdam,4513,current,2001-07-20,True
4521,Robert,Augustin,33,82,Dublin,4521,savings,1999-06-02,True
4545,Daniel,Kolb,58,52,Venice,4545,current,2006-04-11,True
4548,Paul,Meurer,70,70,Madrid,4548,savings,1997-10-26,True
4550,Deborah,Pfeifer,91,81,Malmo,4550,savings,2012-05-26,True
4551,Anthony,Melzer,98,45,Vienna,4551,savings,2024-04-01,True
4560,Charles,Straub,53,79,Nur-Sultan,4560,current,2021-09-18,True
4571,William,Langer,54,89,Rome,4571,savings,2008-06-24,True
4582,Donna,Ehrlich,76,87,Turin,4582,savings,2013-10-12,True
4614,Timothy,Schmidt,78,62,Toronto,4614,current,1997-03-06,True
4631,Susan,Hill,31,29,Ashgabat,4631,savings,2008-03-26,True
4653,Christopher,Petry,96,61,Brussels,4653,savings,2016-08-24,True
4656,Kevin,Paulsen,62,32,Geneva,4656,current,1997-10-21,True
4667,Linda,Sander,76,51,Johannesburg,4667,current,2017-06-23,True
4673,Christopher,Ott,84,13,Bologna,4673,current,2011-11-09,True
4782,Mary,Hinz,55,27,Baku,4782,savings,2015-08-20,True
4784,Patricia,Steinbach,22,25,Odessa,4784,current,2005-10-19,True
4809,Christopher,Rösch,92,78,Belgrade,4809,savings,2002-02-11,True
4835,David,Schrader,24,83,Oslo,4835,current,2010-01-03,True
4881,Anthony,Kummer,24,6,Hamburg,4881,current,1997-09-02,True
4899,Mary,Albers,90,27,Baku,4899,current,1996-12-03,True
4906,Paul,Merten,39,36,Naples,4906,current,2018-06-12,True
4910,Kimberly,Hiller,68,51,Johannesburg,4910,current,2010-09-14,True
4913,Richard,Kühne,97,78,Belgrade,4913,savings,2018-11-14,True
4932,Mark,Lück,68,90,Bratislava,4932,savings,2012-03-05,True
4948,James,Fiedler,24,45,Vienna,4948,savings,2010-01-24,True
4982,Daniel,Keil,68,76,Dushanbe,4982,current,2012-05-11,True
4984,Barbara,Weidner,82,88,Tirana,4984,savings,2004-03-07,True
1,Joshua,Heck,79,43,Krakow,1,current,2024-08-28,True
38,Michael,Braun,23,6,Hamburg,38,current,1997-12-26,True
39,Paul,Maurer,99,59,Melbourne,39,savings,1995-11-03,True
75,Elizabeth,Bischoff,38,31,Barcelona,75,savings,2003-01-14,True
94,Kenneth,Riedl,63,71,New York,94,savings,2006-07-01,True
110,Andrew,Gross,82,8,Sarajevo,110,savings,2019-10-06,True
117,Betty,Buschmann,42,94,Munich,117,savings,2004-08-03,True
121,Barbara,Noack,40,83,Oslo,121,savings,2022-07-21,True
173,Brian,Groth,35,46,Trondheim,173,current,2018-12-21,True
211,Michael,Marquardt,63,25,Odessa,211,current,2009-08-17,True
223,Steven,Hiller,58,72,Jeddah,223,current,2022-03-21,True
224,James,Buchholz,28,61,Brussels,224,savings,1995-06-26,True
274,Andrew,Friese,93,7,London,274,savings,2012-10-10,True
280,Mary,Witt,59,58,Ljubljana,280,current,2013-07-20,True
296,Steven,Kleine,55,15,Zagreb,296,current,2013-11-04,True
315,Andrew,Albert,89,87,Turin,315,savings,2003-09-04,True
322,Susan,Dürr,34,7,London,322,savings,2001-04-28,True
341,Anthony,Hildebrandt,80,15,Zagreb,341,savings,2011-12-19,True
376,Steven,Berner,95,1,Lyon,376,savings,2014-05-03,True
388,Timothy,Rogge,65,22,Lisbon,388,current,2004-07-22,True
401,Deborah,Grimm,89,95,Prague,401,savings,2017-02-23,True
405,Sandra,Baumgart,89,2,Porto,405,current,1997-12-15,True
423,Betty,Trautmann,72,4,Amsterdam,423,savings,2007-04-19,True
469,Timothy,Dreher,96,83,Oslo,469,savings,2000-05-11,True
555,Thomas,Günther,77,26,Frankfurt,555,savings,2008-04-21,True
574,Elizabeth,Herrmann,88,65,Yerevan,574,current,2003-11-20,True
585,Joshua,Lang,25,13,Bologna,585,savings,2005-07-24,True
606,Christopher,Krämer,19,89,Rome,606,savings,2004-04-20,True
615,Betty,König,44,62,Toronto,615,current,2011-12-24,True
624,Matthew,Scholl,86,30,Budapest,624,savings,2014-10-18,True
637,Daniel,Faber,48,9,Los Angeles,637,current,2023-05-22,True
669,John,Reiß,19,29,Ashgabat,669,current,1996-08-26,True
670,Matthew,Schwarz,51,91,Tashkent,670,current,1999-03-08,True
730,Elizabeth,Miller,65,88,Tirana,730,savings,2003-06-15,True
734,Donna,Döring,21,97,Riyadh,734,current,2012-12-23,True
736,Nancy,Beck,83,43,Krakow,736,savings,2017-12-14,True
738,Linda,Thoma,25,8,Sarajevo,738,savings,2007-09-09,True
747,Kenneth,Dorn,35,35,Podgorica,747,current,2013-08-05,True
768,Ashley,Hein,87,71,New York,768,savings,2009-04-08,True
788,Kenneth,Rudolf,52,21,Helsinki,788,savings,2002-04-04,True
817,Ronald,Wulf,43,37,Cape Town,817,savings,2009-01-21,True
828,Stephanie,Johannsen,45,55,Chicago,828,current,2005-02-18,True
837,Timothy,Weidner,79,7,London,837,current,2008-04-23,True
861,Carol,Lindemann,71,58,Ljubljana,861,savings,1998-04-14,True
876,Richard,Orth,50,70,Madrid,876,savings,2003-10-10,True
916,Susan,Thiemann,33,90,Bratislava,916,savings,2019-08-28,True
937,Lisa,Kellermann,74,82,Dublin,937,savings,1995-06-24,True
947,Susan,Opitz,28,67,Kiev,947,savings,2002-09-21,True
969,Amanda,Lauterbach,31,90,Bratislava,969,savings,1997-10-02,True
982,Margaret,Burger,80,85,Casablanca,982,savings,1995-07-15,True
990,Amanda,Hans,37,92,Seoul,990,current,2018-04-05,True
996,Sandra,Brenner,65,13,Bologna,996,current,2007-04-15,True
1002,Lisa,Heidenreich,49,15,Zagreb,1002,current,2000-07-14,True
1011,Donald,Gabriel,53,81,Malmo,1011,savings,2006-09-13,True
1012,Nancy,Helbig,32,62,Toronto,1012,savings,2007-02-03,True
1015,Donald,Heitmann,75,4,Amsterdam,1015,savings,1998-08-10,True
1025,William,Kaiser,76,35,Podgorica,1025,current,2007-10-21,True
1029,Ronald,Seemann,69,92,Seoul,1029,savings,2006-07-27,True
1039,Robert,Reif,52,16,Florence,1039,current,2011-05-24,True
1040,Jennifer,Pahl,96,24,Cairo,1040,current,1997-09-09,True
1044,Sarah,Hanke,33,42,Stockholm,1044,current,2000-03-04,True
1063,Elizabeth,Lemke,77,18,Muscat,1063,current,2010-05-19,True
1072,Sarah,Bucher,91,82,Dublin,1072,current,2003-08-28,True
1080,Nancy,Höhne,68,7,London,1080,savings,2012-06-19,True
1086,Robert,Opitz,84,95,Prague,1086,current,1997-12-10,True
1095,Andrew,Schröter,69,37,Cape Town,1095,current,2010-06-02,True
1144,Carol,Lutz,79,21,Helsinki,1144,current,2015-03-17,True
1154,Donna,Schenk,19,91,Tashkent,1154,savings,1996-02-28,True
1176,Robert,Bernhard,84,81,Malmo,1176,savings,2012-06-22,True
1185,Margaret,Vogl,81,19,Sofia,1185,savings,2004-11-28,True
1194,Michelle,Teichmann,36,40,Istanbul,1194,savings,2002-12-12,True
1232,Daniel,Peters,88,58,Ljubljana,1232,savings,2023-11-05,True
1233,James,Renner,61,97,Riyadh,1233,savings,2017-05-22,True
1234,Melissa,Neubert,68,48,Rotterdam,1234,current,2024-09-22,True
1253,Sandra,Kersten,53,57,Antwerp,1253,savings,2008-05-24,True
1255,Donna,Zimmermann,50,42,Stockholm,1255,current,2001-06-09,True
1260,Kimberly,Rauch,28,55,Chicago,1260,savings,2004-10-13,True
1288,Michelle,Gehrmann,23,34,Gothenburg,1288,current,2003-06-03,True
1294,Ashley,Theis,57,14,Marseille,1294,current,1995-09-16,True
1325,Elizabeth,Schweizer,62,51,Johannesburg,1325,current,2022-03-17,True
1343,Timothy,Schindler,86,66,Hong Kong,1343,current,2022-08-01,True
1348,Timothy,Brinkmann,41,58,Ljubljana,1348,current,2001-08-10,True
1358,Jessica,Freitag,46,48,Rotterdam,1358,savings,2023-07-23,True
1388,Barbara,Dittrich,48,11,Skopje,1388,current,2010-03-21,True
1400,Nancy,Grimm,28,65,Yerevan,1400,current,2009-10-09,True
1412,Michelle,Liedtke,64,30,Budapest,1412,current,2001-05-13,True
1427,Paul,Sieber,90,25,Odessa,1427,current,2020-11-26,True
1437,Thomas,Ziegler,73,26,Frankfurt,1437,current,2008-05-24,True
1445,Charles,Claus,71,67,Kiev,1445,savings,2014-05-16,True
1484,Timothy,Schiffer,78,16,Florence,1484,savings,2006-02-09,True
1500,James,Jahn,83,56,Riga,1500,current,2001-01-02,True
1511,Amanda,Schmid,42,16,Florence,1511,current,2003-02-25,True
1539,Karen,Timm,60,14,Marseille,1539,current,2010-10-06,True
1545,Brian,Fritz,98,13,Bologna,1545,current,1997-11-26,True
1568,Donald,Pietsch,26,76,Dushanbe,1568,current,2024-05-09,True
1610,Richard,Wahl,94,33,Ghent,1610,current,1999-08-15,True
1614,Andrew,Clemens,85,74,Kuwait City,1614,savings,2019-10-10,True
1617,Mark,Augustin,53,61,Brussels,1617,savings,2011-07-26,True
1626,Matthew,Blank,81,75,Milan,1626,current,2021-10-24,True
1687,Carol,Brauer,57,33,Ghent,1687,current,2009-07-16,True
1716,David,Baur,59,71,New York,1716,savings,2019-10-12,True
1743,Mark,Baier,51,25,Odessa,1743,savings,1997-05-13,True
1758,Steven,Scheller,89,78,Belgrade,1758,savings,2004-08-12,True
1766,Margaret,Höfer,36,76,Dushanbe,1766,savings,2017-11-21,True
1767,Anthony,Kroll,89,17,Basel,1767,current,2016-03-27,True
